Classifier,Field1,Field2,Field3,,accuracy, precision, recall, f1, f2
Naive Bayes, total_payments, total_stock_value, exercised_stock_options, , 0.84827, 0.38500, 0.23100, 0.28875, 0.25109
Naive Bayes, total_payments, total_stock_value, bonus, , 0.84913, 0.38996, 0.23300, 0.29171, 0.25340
Naive Bayes, total_payments, total_stock_value, restricted_stock, , 0.85380, 0.39384, 0.17900, 0.24613, 0.20092
Naive Bayes, total_payments, total_stock_value, shared_receipt_with_poi, , 0.84767, 0.35504, 0.17450, 0.23399, 0.19426
Naive Bayes, total_payments, total_stock_value, to_messages, , 0.84987, 0.36929, 0.17800, 0.24022, 0.19857
Naive Bayes, total_payments, total_stock_value, from_messages, , 0.85400, 0.39560, 0.18000, 0.24742, 0.20202
Naive Bayes, total_payments, total_stock_value, from_poi_ratio, , 0.85267, 0.38854, 0.18300, 0.24881, 0.20465
Naive Bayes, total_payments, total_stock_value, shared_receipt_poi_ratio, , 0.85227, 0.38412, 0.17900, 0.24420, 0.20040
Naive Bayes, total_payments, total_stock_value, to_poi_ratio, , 0.85267, 0.38854, 0.18300, 0.24881, 0.20465
Naive Bayes, total_payments, total_stock_value, bonus_salary_ratio, , 0.85267, 0.38854, 0.18300, 0.24881, 0.20465
Naive Bayes, total_payments, total_stock_value, exercised_stock_percent, , 0.85267, 0.38854, 0.18300, 0.24881, 0.20465
Naive Bayes, total_payments, total_stock_value, bonus_total_ratio, , 0.85267, 0.38854, 0.18300, 0.24881, 0.20465
Naive Bayes, total_payments, exercised_stock_options, bonus, , 0.84921, 0.44739, 0.23600, 0.30900, 0.26063
Naive Bayes, total_payments, exercised_stock_options, restricted_stock, , 0.85273, 0.38703, 0.17900, 0.24479, 0.20056
Naive Bayes, total_payments, exercised_stock_options, shared_receipt_with_poi, , 0.85560, 0.40438, 0.17550, 0.24477, 0.19790
Naive Bayes, total_payments, exercised_stock_options, to_messages, , 0.85547, 0.40455, 0.17800, 0.24722, 0.20045
Naive Bayes, total_payments, exercised_stock_options, from_messages, , 0.85940, 0.43473, 0.18150, 0.25608, 0.20543
Naive Bayes, total_payments, exercised_stock_options, from_poi_ratio, , 0.84957, 0.43660, 0.18250, 0.25740, 0.20654
Naive Bayes, total_payments, exercised_stock_options, shared_receipt_poi_ratio, , 0.85980, 0.43727, 0.17950, 0.25452, 0.20349
Naive Bayes, total_payments, exercised_stock_options, to_poi_ratio, , 0.85000, 0.44005, 0.18350, 0.25900, 0.20772
Naive Bayes, total_payments, exercised_stock_options, bonus_salary_ratio, , 0.84936, 0.43410, 0.17950, 0.25398, 0.20335
Naive Bayes, total_payments, exercised_stock_options, exercised_stock_percent, , 0.84936, 0.43410, 0.17950, 0.25398, 0.20335
Naive Bayes, total_payments, exercised_stock_options, bonus_total_ratio, , 0.84936, 0.43410, 0.17950, 0.25398, 0.20335
Naive Bayes, total_payments, bonus, restricted_stock, , 0.82914, 0.28834, 0.13350, 0.18250, 0.14956
Naive Bayes, total_payments, bonus, shared_receipt_with_poi, , 0.82507, 0.25938, 0.12100, 0.16502, 0.13545
Naive Bayes, total_payments, bonus, to_messages, , 0.82957, 0.21701, 0.07400, 0.11037, 0.08523
Naive Bayes, total_payments, bonus, from_messages, , 0.83443, 0.29079, 0.11050, 0.16014, 0.12614
Naive Bayes, total_payments, bonus, from_poi_ratio, , 0.83154, 0.35863, 0.12050, 0.18039, 0.13895
Naive Bayes, total_payments, bonus, shared_receipt_poi_ratio, , 0.84007, 0.33472, 0.12100, 0.17775, 0.13871
Naive Bayes, total_payments, bonus, to_poi_ratio, , 0.83385, 0.38304, 0.13100, 0.19523, 0.15085
Naive Bayes, total_payments, bonus, bonus_salary_ratio, , 0.82838, 0.34371, 0.12700, 0.18547, 0.14533
Naive Bayes, total_payments, bonus, exercised_stock_percent, , 0.84207, 0.35989, 0.13550, 0.19688, 0.15480
Naive Bayes, total_payments, bonus, bonus_total_ratio, , 0.82838, 0.34371, 0.12700, 0.18547, 0.14533
Naive Bayes, total_payments, restricted_stock, shared_receipt_with_poi, , 0.82450, 0.18912, 0.06950, 0.10165, 0.07956
Naive Bayes, total_payments, restricted_stock, to_messages, , 0.83121, 0.21596, 0.06900, 0.10459, 0.07987
Naive Bayes, total_payments, restricted_stock, from_messages, , 0.83393, 0.23140, 0.07000, 0.10749, 0.08135
Naive Bayes, total_payments, restricted_stock, from_poi_ratio, , 0.82664, 0.17405, 0.05700, 0.08588, 0.06586
Naive Bayes, total_payments, restricted_stock, shared_receipt_poi_ratio, , 0.83414, 0.23077, 0.06900, 0.10624, 0.08025
Naive Bayes, total_payments, restricted_stock, to_poi_ratio, , 0.83036, 0.20565, 0.06550, 0.09936, 0.07584
Naive Bayes, total_payments, restricted_stock, bonus_salary_ratio, , 0.83036, 0.20565, 0.06550, 0.09936, 0.07584
Naive Bayes, total_payments, restricted_stock, exercised_stock_percent, , 0.83813, 0.15924, 0.05000, 0.07610, 0.05795
Naive Bayes, total_payments, restricted_stock, bonus_total_ratio, , 0.83036, 0.20565, 0.06550, 0.09936, 0.07584
Naive Bayes, total_payments, shared_receipt_with_poi, to_messages, , 0.82614, 0.14887, 0.04600, 0.07028, 0.05338
Naive Bayes, total_payments, shared_receipt_with_poi, from_messages, , 0.82229, 0.15634, 0.05550, 0.08192, 0.06372
Naive Bayes, total_payments, shared_receipt_with_poi, from_poi_ratio, , 0.82721, 0.10841, 0.02900, 0.04576, 0.03398
Naive Bayes, total_payments, shared_receipt_with_poi, shared_receipt_poi_ratio, , 0.82721, 0.10841, 0.02900, 0.04576, 0.03398
Naive Bayes, total_payments, shared_receipt_with_poi, to_poi_ratio, , 0.82721, 0.10841, 0.02900, 0.04576, 0.03398
Naive Bayes, total_payments, shared_receipt_with_poi, bonus_salary_ratio, , 0.82721, 0.10841, 0.02900, 0.04576, 0.03398
Naive Bayes, total_payments, shared_receipt_with_poi, exercised_stock_percent, , 0.84207, 0.18569, 0.05450, 0.08427, 0.06347
Naive Bayes, total_payments, shared_receipt_with_poi, bonus_total_ratio, , 0.82721, 0.10841, 0.02900, 0.04576, 0.03398
Naive Bayes, total_payments, to_messages, from_messages, , 0.83000, 0.17128, 0.04950, 0.07680, 0.05771
Naive Bayes, total_payments, to_messages, from_poi_ratio, , 0.83293, 0.10490, 0.02250, 0.03705, 0.02669
Naive Bayes, total_payments, to_messages, shared_receipt_poi_ratio, , 0.83293, 0.10490, 0.02250, 0.03705, 0.02669
Naive Bayes, total_payments, to_messages, to_poi_ratio, , 0.83293, 0.10490, 0.02250, 0.03705, 0.02669
Naive Bayes, total_payments, to_messages, bonus_salary_ratio, , 0.83293, 0.10490, 0.02250, 0.03705, 0.02669
Naive Bayes, total_payments, to_messages, exercised_stock_percent, , 0.84580, 0.14023, 0.03050, 0.05010, 0.03616
Naive Bayes, total_payments, to_messages, bonus_total_ratio, , 0.83293, 0.10490, 0.02250, 0.03705, 0.02669
Naive Bayes, total_payments, from_messages, from_poi_ratio, , 0.83336, 0.19224, 0.05200, 0.08186, 0.06088
Naive Bayes, total_payments, from_messages, shared_receipt_poi_ratio, , 0.83336, 0.19224, 0.05200, 0.08186, 0.06088
Naive Bayes, total_payments, from_messages, to_poi_ratio, , 0.83336, 0.19224, 0.05200, 0.08186, 0.06088
Naive Bayes, total_payments, from_messages, bonus_salary_ratio, , 0.83336, 0.19224, 0.05200, 0.08186, 0.06088
Naive Bayes, total_payments, from_messages, exercised_stock_percent, , 0.84367, 0.19141, 0.05350, 0.08363, 0.06251
Naive Bayes, total_payments, from_messages, bonus_total_ratio, , 0.83336, 0.19224, 0.05200, 0.08186, 0.06088
Naive Bayes, total_payments, from_poi_ratio, shared_receipt_poi_ratio, , 0.83600, 0.10000, 0.01850, 0.03122, 0.02210
Naive Bayes, total_payments, from_poi_ratio, to_poi_ratio, , 0.83693, 0.08260, 0.01400, 0.02394, 0.01679
Naive Bayes, total_payments, from_poi_ratio, bonus_salary_ratio, , 0.82669, 0.08525, 0.01300, 0.02256, 0.01565
Naive Bayes, total_payments, from_poi_ratio, exercised_stock_percent, , 0.83629, 0.11170, 0.02100, 0.03535, 0.02507
Naive Bayes, total_payments, from_poi_ratio, bonus_total_ratio, , 0.82669, 0.08525, 0.01300, 0.02256, 0.01565
Naive Bayes, total_payments, shared_receipt_poi_ratio, to_poi_ratio, , 0.83600, 0.10000, 0.01850, 0.03122, 0.02210
Naive Bayes, total_payments, shared_receipt_poi_ratio, bonus_salary_ratio, , 0.83600, 0.10000, 0.01850, 0.03122, 0.02210
Naive Bayes, total_payments, shared_receipt_poi_ratio, exercised_stock_percent, , 0.84980, 0.12684, 0.02150, 0.03677, 0.02578
Naive Bayes, total_payments, shared_receipt_poi_ratio, bonus_total_ratio, , 0.83600, 0.10000, 0.01850, 0.03122, 0.02210
Naive Bayes, total_payments, to_poi_ratio, bonus_salary_ratio, , 0.82838, 0.11111, 0.01650, 0.02873, 0.01989
Naive Bayes, total_payments, to_poi_ratio, exercised_stock_percent, , 0.83843, 0.13408, 0.02400, 0.04071, 0.02872
Naive Bayes, total_payments, to_poi_ratio, bonus_total_ratio, , 0.82831, 0.11074, 0.01650, 0.02872, 0.01988
Naive Bayes, total_payments, bonus_salary_ratio, exercised_stock_percent, , 0.83750, 0.10826, 0.01900, 0.03233, 0.02275
Naive Bayes, total_payments, bonus_salary_ratio, bonus_total_ratio, , 0.82269, 0.05797, 0.01000, 0.01706, 0.01198
Naive Bayes, total_payments, exercised_stock_percent, bonus_total_ratio, , 0.83750, 0.10826, 0.01900, 0.03233, 0.02275
Naive Bayes, total_stock_value, exercised_stock_options, bonus, , 0.84300, 0.48581, 0.35100, 0.40755, 0.37163
Naive Bayes, total_stock_value, exercised_stock_options, restricted_stock, , 0.84569, 0.49737, 0.28350, 0.36115, 0.31018
Naive Bayes, total_stock_value, exercised_stock_options, shared_receipt_with_poi, , 0.84764, 0.44633, 0.27650, 0.34146, 0.29927
Naive Bayes, total_stock_value, exercised_stock_options, to_messages, , 0.84557, 0.43622, 0.27700, 0.33884, 0.29881
Naive Bayes, total_stock_value, exercised_stock_options, from_messages, , 0.84357, 0.42692, 0.27750, 0.33636, 0.29839
Naive Bayes, total_stock_value, exercised_stock_options, from_poi_ratio, , 0.83938, 0.46194, 0.26700, 0.33840, 0.29161
Naive Bayes, total_stock_value, exercised_stock_options, shared_receipt_poi_ratio, , 0.84800, 0.44822, 0.27700, 0.34240, 0.29991
Naive Bayes, total_stock_value, exercised_stock_options, to_poi_ratio, , 0.84200, 0.47757, 0.28750, 0.35893, 0.31236
Naive Bayes, total_stock_value, exercised_stock_options, bonus_salary_ratio, , 0.84131, 0.47403, 0.28750, 0.35792, 0.31206
Naive Bayes, total_stock_value, exercised_stock_options, exercised_stock_percent, , 0.84069, 0.46889, 0.26750, 0.34066, 0.29264
Naive Bayes, total_stock_value, exercised_stock_options, bonus_total_ratio, , 0.84131, 0.47403, 0.28750, 0.35792, 0.31206
Naive Bayes, total_stock_value, bonus, restricted_stock, , 0.84508, 0.49413, 0.29450, 0.36905, 0.32039
Naive Bayes, total_stock_value, bonus, shared_receipt_with_poi, , 0.83707, 0.39986, 0.28050, 0.32971, 0.29831
Naive Bayes, total_stock_value, bonus, to_messages, , 0.84400, 0.41901, 0.23800, 0.30357, 0.26051
Naive Bayes, total_stock_value, bonus, from_messages, , 0.85371, 0.48157, 0.31350, 0.37977, 0.33702
Naive Bayes, total_stock_value, bonus, from_poi_ratio, , 0.84931, 0.51739, 0.30500, 0.38377, 0.33228
Naive Bayes, total_stock_value, bonus, shared_receipt_poi_ratio, , 0.85636, 0.49524, 0.28600, 0.36260, 0.31240
Naive Bayes, total_stock_value, bonus, to_poi_ratio, , 0.84723, 0.50625, 0.28350, 0.36346, 0.31086
Naive Bayes, total_stock_value, bonus, bonus_salary_ratio, , 0.84892, 0.51565, 0.29650, 0.37651, 0.32404
Naive Bayes, total_stock_value, bonus, exercised_stock_percent, , 0.84892, 0.51565, 0.29650, 0.37651, 0.32404
Naive Bayes, total_stock_value, bonus, bonus_total_ratio, , 0.84892, 0.51565, 0.29650, 0.37651, 0.32404
Naive Bayes, total_stock_value, restricted_stock, shared_receipt_with_poi, , 0.84329, 0.42139, 0.26000, 0.32158, 0.28157
Naive Bayes, total_stock_value, restricted_stock, to_messages, , 0.85964, 0.51717, 0.26350, 0.34912, 0.29216
Naive Bayes, total_stock_value, restricted_stock, from_messages, , 0.86186, 0.53340, 0.26350, 0.35274, 0.29317
Naive Bayes, total_stock_value, restricted_stock, from_poi_ratio, , 0.86750, 0.57544, 0.27650, 0.37352, 0.30856
Naive Bayes, total_stock_value, restricted_stock, shared_receipt_poi_ratio, , 0.86379, 0.54839, 0.26350, 0.35596, 0.29405
Naive Bayes, total_stock_value, restricted_stock, to_poi_ratio, , 0.85385, 0.55165, 0.26700, 0.35984, 0.29773
Naive Bayes, total_stock_value, restricted_stock, bonus_salary_ratio, , 0.85554, 0.56448, 0.26700, 0.36253, 0.29846
Naive Bayes, total_stock_value, restricted_stock, exercised_stock_percent, , 0.85754, 0.57505, 0.28350, 0.37977, 0.31549
Naive Bayes, total_stock_value, restricted_stock, bonus_total_ratio, , 0.85554, 0.56448, 0.26700, 0.36253, 0.29846
Naive Bayes, total_stock_value, shared_receipt_with_poi, to_messages, , 0.84150, 0.40568, 0.23550, 0.29801, 0.25707
Naive Bayes, total_stock_value, shared_receipt_with_poi, from_messages, , 0.85521, 0.48802, 0.27500, 0.35177, 0.30130
Naive Bayes, total_stock_value, shared_receipt_with_poi, from_poi_ratio, , 0.84150, 0.40697, 0.23950, 0.30154, 0.26098
Naive Bayes, total_stock_value, shared_receipt_with_poi, shared_receipt_poi_ratio, , 0.84150, 0.40697, 0.23950, 0.30154, 0.26098
Naive Bayes, total_stock_value, shared_receipt_with_poi, to_poi_ratio, , 0.84150, 0.40697, 0.23950, 0.30154, 0.26098
Naive Bayes, total_stock_value, shared_receipt_with_poi, bonus_salary_ratio, , 0.84150, 0.40697, 0.23950, 0.30154, 0.26098
Naive Bayes, total_stock_value, shared_receipt_with_poi, exercised_stock_percent, , 0.84150, 0.40697, 0.23950, 0.30154, 0.26098
Naive Bayes, total_stock_value, shared_receipt_with_poi, bonus_total_ratio, , 0.84150, 0.40697, 0.23950, 0.30154, 0.26098
Naive Bayes, total_stock_value, to_messages, from_messages, , 0.86036, 0.52121, 0.27650, 0.36132, 0.30515
Naive Bayes, total_stock_value, to_messages, from_poi_ratio, , 0.86736, 0.57534, 0.27300, 0.37030, 0.30506
Naive Bayes, total_stock_value, to_messages, shared_receipt_poi_ratio, , 0.86736, 0.57534, 0.27300, 0.37030, 0.30506
Naive Bayes, total_stock_value, to_messages, to_poi_ratio, , 0.86736, 0.57534, 0.27300, 0.37030, 0.30506
Naive Bayes, total_stock_value, to_messages, bonus_salary_ratio, , 0.86736, 0.57534, 0.27300, 0.37030, 0.30506
Naive Bayes, total_stock_value, to_messages, exercised_stock_percent, , 0.86736, 0.57534, 0.27300, 0.37030, 0.30506
Naive Bayes, total_stock_value, to_messages, bonus_total_ratio, , 0.86736, 0.57534, 0.27300, 0.37030, 0.30506
Naive Bayes, total_stock_value, from_messages, from_poi_ratio, , 0.86414, 0.54861, 0.27650, 0.36769, 0.30695
Naive Bayes, total_stock_value, from_messages, shared_receipt_poi_ratio, , 0.86414, 0.54861, 0.27650, 0.36769, 0.30695
Naive Bayes, total_stock_value, from_messages, to_poi_ratio, , 0.86414, 0.54861, 0.27650, 0.36769, 0.30695
Naive Bayes, total_stock_value, from_messages, bonus_salary_ratio, , 0.86414, 0.54861, 0.27650, 0.36769, 0.30695
Naive Bayes, total_stock_value, from_messages, exercised_stock_percent, , 0.86414, 0.54861, 0.27650, 0.36769, 0.30695
Naive Bayes, total_stock_value, from_messages, bonus_total_ratio, , 0.86414, 0.54861, 0.27650, 0.36769, 0.30695
Naive Bayes, total_stock_value, from_poi_ratio, shared_receipt_poi_ratio, , 0.87129, 0.60903, 0.27650, 0.38033, 0.31040
Naive Bayes, total_stock_value, from_poi_ratio, to_poi_ratio, , 0.86108, 0.61098, 0.26700, 0.37161, 0.30088
Naive Bayes, total_stock_value, from_poi_ratio, bonus_salary_ratio, , 0.86408, 0.62704, 0.28750, 0.39424, 0.32242
Naive Bayes, total_stock_value, from_poi_ratio, exercised_stock_percent, , 0.86408, 0.62704, 0.28750, 0.39424, 0.32242
Naive Bayes, total_stock_value, from_poi_ratio, bonus_total_ratio, , 0.86408, 0.62704, 0.28750, 0.39424, 0.32242
Naive Bayes, total_stock_value, shared_receipt_poi_ratio, to_poi_ratio, , 0.87129, 0.60903, 0.27650, 0.38033, 0.31040
Naive Bayes, total_stock_value, shared_receipt_poi_ratio, bonus_salary_ratio, , 0.87129, 0.60903, 0.27650, 0.38033, 0.31040
Naive Bayes, total_stock_value, shared_receipt_poi_ratio, exercised_stock_percent, , 0.87129, 0.60903, 0.27650, 0.38033, 0.31040
Naive Bayes, total_stock_value, shared_receipt_poi_ratio, bonus_total_ratio, , 0.87129, 0.60903, 0.27650, 0.38033, 0.31040
Naive Bayes, total_stock_value, to_poi_ratio, bonus_salary_ratio, , 0.86108, 0.61098, 0.26700, 0.37161, 0.30088
Naive Bayes, total_stock_value, to_poi_ratio, exercised_stock_percent, , 0.86608, 0.64534, 0.28750, 0.39779, 0.32336
Naive Bayes, total_stock_value, to_poi_ratio, bonus_total_ratio, , 0.86108, 0.61098, 0.26700, 0.37161, 0.30088
Naive Bayes, total_stock_value, bonus_salary_ratio, exercised_stock_percent, , 0.86392, 0.62791, 0.28350, 0.39063, 0.31843
Naive Bayes, total_stock_value, bonus_salary_ratio, bonus_total_ratio, , 0.86392, 0.62791, 0.28350, 0.39063, 0.31843
Naive Bayes, total_stock_value, exercised_stock_percent, bonus_total_ratio, , 0.86392, 0.62791, 0.28350, 0.39063, 0.31843
Naive Bayes, exercised_stock_options, bonus, restricted_stock, , 0.84200, 0.47823, 0.29650, 0.36605, 0.32089
Naive Bayes, exercised_stock_options, bonus, shared_receipt_with_poi, , 0.82769, 0.41215, 0.28150, 0.33452, 0.30056
Naive Bayes, exercised_stock_options, bonus, to_messages, , 0.83492, 0.43278, 0.23500, 0.30460, 0.25864
Naive Bayes, exercised_stock_options, bonus, from_messages, , 0.84669, 0.50272, 0.32300, 0.39330, 0.34787
Naive Bayes, exercised_stock_options, bonus, from_poi_ratio, , 0.84246, 0.47970, 0.28350, 0.35638, 0.30876
Naive Bayes, exercised_stock_options, bonus, shared_receipt_poi_ratio, , 0.84615, 0.50000, 0.28800, 0.36548, 0.31469
Naive Bayes, exercised_stock_options, bonus, to_poi_ratio, , 0.84577, 0.49779, 0.28100, 0.35922, 0.30781
Naive Bayes, exercised_stock_options, bonus, bonus_salary_ratio, , 0.84354, 0.48537, 0.28200, 0.35674, 0.30779
Naive Bayes, exercised_stock_options, bonus, exercised_stock_percent, , 0.84354, 0.48537, 0.28200, 0.35674, 0.30779
Naive Bayes, exercised_stock_options, bonus, bonus_total_ratio, , 0.84354, 0.48537, 0.28200, 0.35674, 0.30779
Naive Bayes, exercised_stock_options, restricted_stock, shared_receipt_with_poi, , 0.83957, 0.40495, 0.26200, 0.31815, 0.28190
Naive Bayes, exercised_stock_options, restricted_stock, to_messages, , 0.85421, 0.48128, 0.26350, 0.34055, 0.28972
Naive Bayes, exercised_stock_options, restricted_stock, from_messages, , 0.84686, 0.43990, 0.26350, 0.32958, 0.28648
Naive Bayes, exercised_stock_options, restricted_stock, from_poi_ratio, , 0.86271, 0.53794, 0.27650, 0.36526, 0.30627
Naive Bayes, exercised_stock_options, restricted_stock, shared_receipt_poi_ratio, , 0.85743, 0.50190, 0.26350, 0.34557, 0.29116
Naive Bayes, exercised_stock_options, restricted_stock, to_poi_ratio, , 0.84938, 0.52047, 0.26700, 0.35294, 0.29581
Naive Bayes, exercised_stock_options, restricted_stock, bonus_salary_ratio, , 0.84969, 0.52250, 0.26700, 0.35341, 0.29594
Naive Bayes, exercised_stock_options, restricted_stock, exercised_stock_percent, , 0.85100, 0.52941, 0.28350, 0.36926, 0.31253
Naive Bayes, exercised_stock_options, restricted_stock, bonus_total_ratio, , 0.84969, 0.52250, 0.26700, 0.35341, 0.29594
Naive Bayes, exercised_stock_options, shared_receipt_with_poi, to_messages, , 0.82933, 0.47727, 0.25200, 0.32984, 0.27827
Naive Bayes, exercised_stock_options, shared_receipt_with_poi, from_messages, , 0.82908, 0.47796, 0.27650, 0.35033, 0.30195
Naive Bayes, exercised_stock_options, shared_receipt_with_poi, from_poi_ratio, , 0.83350, 0.50099, 0.25350, 0.33665, 0.28129
Naive Bayes, exercised_stock_options, shared_receipt_with_poi, shared_receipt_poi_ratio, , 0.83350, 0.50099, 0.25350, 0.33665, 0.28129
Naive Bayes, exercised_stock_options, shared_receipt_with_poi, to_poi_ratio, , 0.83350, 0.50099, 0.25350, 0.33665, 0.28129
Naive Bayes, exercised_stock_options, shared_receipt_with_poi, bonus_salary_ratio, , 0.83377, 0.42526, 0.22900, 0.29769, 0.25229
Naive Bayes, exercised_stock_options, shared_receipt_with_poi, exercised_stock_percent, , 0.83350, 0.50099, 0.25350, 0.33665, 0.28129
Naive Bayes, exercised_stock_options, shared_receipt_with_poi, bonus_total_ratio, , 0.83377, 0.42526, 0.22900, 0.29769, 0.25229
Naive Bayes, exercised_stock_options, to_messages, from_messages, , 0.84042, 0.53825, 0.29900, 0.38444, 0.32817
Naive Bayes, exercised_stock_options, to_messages, from_poi_ratio, , 0.84200, 0.55556, 0.26000, 0.35422, 0.29096
Naive Bayes, exercised_stock_options, to_messages, shared_receipt_poi_ratio, , 0.84200, 0.55556, 0.26000, 0.35422, 0.29096
Naive Bayes, exercised_stock_options, to_messages, to_poi_ratio, , 0.84200, 0.55556, 0.26000, 0.35422, 0.29096
Naive Bayes, exercised_stock_options, to_messages, bonus_salary_ratio, , 0.84700, 0.50521, 0.26650, 0.34894, 0.29431
Naive Bayes, exercised_stock_options, to_messages, exercised_stock_percent, , 0.84200, 0.55556, 0.26000, 0.35422, 0.29096
Naive Bayes, exercised_stock_options, to_messages, bonus_total_ratio, , 0.84700, 0.50521, 0.26650, 0.34894, 0.29431
Naive Bayes, exercised_stock_options, from_messages, from_poi_ratio, , 0.84267, 0.55082, 0.30350, 0.39136, 0.33344
Naive Bayes, exercised_stock_options, from_messages, shared_receipt_poi_ratio, , 0.84267, 0.55082, 0.30350, 0.39136, 0.33344
Naive Bayes, exercised_stock_options, from_messages, to_poi_ratio, , 0.84267, 0.55082, 0.30350, 0.39136, 0.33344
Naive Bayes, exercised_stock_options, from_messages, bonus_salary_ratio, , 0.84500, 0.49327, 0.27500, 0.35313, 0.30170
Naive Bayes, exercised_stock_options, from_messages, exercised_stock_percent, , 0.84267, 0.55082, 0.30350, 0.39136, 0.33344
Naive Bayes, exercised_stock_options, from_messages, bonus_total_ratio, , 0.84500, 0.49327, 0.27500, 0.35313, 0.30170
Naive Bayes, exercised_stock_options, from_poi_ratio, shared_receipt_poi_ratio, , 0.84775, 0.59077, 0.28150, 0.38131, 0.31442
Naive Bayes, exercised_stock_options, from_poi_ratio, to_poi_ratio, , 0.84558, 0.57794, 0.27250, 0.37037, 0.30471
Naive Bayes, exercised_stock_options, from_poi_ratio, bonus_salary_ratio, , 0.85377, 0.55172, 0.26400, 0.35712, 0.29474
Naive Bayes, exercised_stock_options, from_poi_ratio, exercised_stock_percent, , 0.84492, 0.57202, 0.27600, 0.37234, 0.30786
Naive Bayes, exercised_stock_options, from_poi_ratio, bonus_total_ratio, , 0.85377, 0.55172, 0.26400, 0.35712, 0.29474
Naive Bayes, exercised_stock_options, shared_receipt_poi_ratio, to_poi_ratio, , 0.84775, 0.59077, 0.28150, 0.38131, 0.31442
Naive Bayes, exercised_stock_options, shared_receipt_poi_ratio, bonus_salary_ratio, , 0.85331, 0.54655, 0.27300, 0.36412, 0.30337
Naive Bayes, exercised_stock_options, shared_receipt_poi_ratio, exercised_stock_percent, , 0.84775, 0.59077, 0.28150, 0.38131, 0.31442
Naive Bayes, exercised_stock_options, shared_receipt_poi_ratio, bonus_total_ratio, , 0.85331, 0.54655, 0.27300, 0.36412, 0.30337
Naive Bayes, exercised_stock_options, to_poi_ratio, bonus_salary_ratio, , 0.85431, 0.55579, 0.26400, 0.35797, 0.29497
Naive Bayes, exercised_stock_options, to_poi_ratio, exercised_stock_percent, , 0.84233, 0.55613, 0.26750, 0.36124, 0.29848
Naive Bayes, exercised_stock_options, to_poi_ratio, bonus_total_ratio, , 0.85431, 0.55579, 0.26400, 0.35797, 0.29497
Naive Bayes, exercised_stock_options, bonus_salary_ratio, exercised_stock_percent, , 0.85200, 0.53831, 0.26700, 0.35695, 0.29693
Naive Bayes, exercised_stock_options, bonus_salary_ratio, bonus_total_ratio, , 0.85200, 0.53831, 0.26700, 0.35695, 0.29693
Naive Bayes, exercised_stock_options, exercised_stock_percent, bonus_total_ratio, , 0.85200, 0.53831, 0.26700, 0.35695, 0.29693
Naive Bayes, bonus, restricted_stock, shared_receipt_with_poi, , 0.79300, 0.29766, 0.17800, 0.22278, 0.19356
Naive Bayes, bonus, restricted_stock, to_messages, , 0.80717, 0.30947, 0.12750, 0.18059, 0.14449
Naive Bayes, bonus, restricted_stock, from_messages, , 0.80767, 0.34961, 0.17900, 0.23677, 0.19836
Naive Bayes, bonus, restricted_stock, from_poi_ratio, , 0.82275, 0.42693, 0.18550, 0.25863, 0.20916
Naive Bayes, bonus, restricted_stock, shared_receipt_poi_ratio, , 0.82142, 0.41847, 0.18350, 0.25513, 0.20671
Naive Bayes, bonus, restricted_stock, to_poi_ratio, , 0.82250, 0.42299, 0.17850, 0.25105, 0.20183
Naive Bayes, bonus, restricted_stock, bonus_salary_ratio, , 0.82217, 0.41986, 0.17550, 0.24753, 0.19862
Naive Bayes, bonus, restricted_stock, exercised_stock_percent, , 0.82662, 0.35666, 0.15800, 0.21899, 0.17781
Naive Bayes, bonus, restricted_stock, bonus_total_ratio, , 0.82217, 0.41986, 0.17550, 0.24753, 0.19862
Naive Bayes, bonus, shared_receipt_with_poi, to_messages, , 0.80473, 0.42043, 0.19550, 0.26689, 0.21892
Naive Bayes, bonus, shared_receipt_with_poi, from_messages, , 0.78036, 0.32253, 0.18900, 0.23834, 0.20606
Naive Bayes, bonus, shared_receipt_with_poi, from_poi_ratio, , 0.80573, 0.42117, 0.18300, 0.25514, 0.20634
Naive Bayes, bonus, shared_receipt_with_poi, shared_receipt_poi_ratio, , 0.80573, 0.42117, 0.18300, 0.25514, 0.20634
Naive Bayes, bonus, shared_receipt_with_poi, to_poi_ratio, , 0.80573, 0.42117, 0.18300, 0.25514, 0.20634
Naive Bayes, bonus, shared_receipt_with_poi, bonus_salary_ratio, , 0.80582, 0.42166, 0.18300, 0.25523, 0.20636
Naive Bayes, bonus, shared_receipt_with_poi, exercised_stock_percent, , 0.82531, 0.37738, 0.20850, 0.26860, 0.22900
Naive Bayes, bonus, shared_receipt_with_poi, bonus_total_ratio, , 0.80564, 0.42051, 0.18250, 0.25453, 0.20580
Naive Bayes, bonus, to_messages, from_messages, , 0.76318, 0.26200, 0.16650, 0.20361, 0.17959
Naive Bayes, bonus, to_messages, from_poi_ratio, , 0.81909, 0.50850, 0.14950, 0.23107, 0.17408
Naive Bayes, bonus, to_messages, shared_receipt_poi_ratio, , 0.81909, 0.50850, 0.14950, 0.23107, 0.17408
Naive Bayes, bonus, to_messages, to_poi_ratio, , 0.81909, 0.50850, 0.14950, 0.23107, 0.17408
Naive Bayes, bonus, to_messages, bonus_salary_ratio, , 0.81909, 0.50847, 0.15000, 0.23166, 0.17462
Naive Bayes, bonus, to_messages, exercised_stock_percent, , 0.84077, 0.45070, 0.16000, 0.23616, 0.18370
