Classifier,Field1,Field2,Field3,,accuracy, precision, recall, f1, f2
Decision Tree, from_poi_ratio, shared_receipt_poi_ratio, bonus_salary_ratio, , 0.76655, 0.33274, 0.28250, 0.30557, 0.29130
Decision Tree, from_poi_ratio, shared_receipt_poi_ratio, exercised_stock_percent, , 0.81533, 0.43242, 0.34550, 0.38410, 0.35997
Decision Tree, from_poi_ratio, shared_receipt_poi_ratio, bonus_total_ratio, , 0.73218, 0.22404, 0.19200, 0.20679, 0.19765
Decision Tree, from_poi_ratio, to_poi_ratio, bonus_salary_ratio, , 0.79690, 0.49077, 0.41200, 0.44795, 0.42566
Decision Tree, from_poi_ratio, to_poi_ratio, exercised_stock_percent, , 0.81658, 0.42572, 0.28800, 0.34357, 0.30792
Decision Tree, from_poi_ratio, to_poi_ratio, bonus_total_ratio, , 0.75320, 0.36567, 0.31850, 0.34046, 0.32693
Decision Tree, from_poi_ratio, bonus_salary_ratio, exercised_stock_percent, , 0.75815, 0.23296, 0.24950, 0.24095, 0.24601
Decision Tree, from_poi_ratio, bonus_salary_ratio, bonus_total_ratio, , 0.71390, 0.26176, 0.23650, 0.24849, 0.24115
Decision Tree, from_poi_ratio, exercised_stock_percent, bonus_total_ratio, , 0.76662, 0.25404, 0.26700, 0.26036, 0.26430
Decision Tree, shared_receipt_poi_ratio, to_poi_ratio, bonus_salary_ratio, , 0.78836, 0.39110, 0.29450, 0.33600, 0.30980
Decision Tree, shared_receipt_poi_ratio, to_poi_ratio, exercised_stock_percent, , 0.79875, 0.35356, 0.25050, 0.29324, 0.26601
Decision Tree, shared_receipt_poi_ratio, to_poi_ratio, bonus_total_ratio, , 0.77827, 0.36721, 0.30350, 0.33233, 0.31441
Decision Tree, shared_receipt_poi_ratio, bonus_salary_ratio, exercised_stock_percent, , 0.80608, 0.37589, 0.39450, 0.38497, 0.39063
Decision Tree, shared_receipt_poi_ratio, bonus_salary_ratio, bonus_total_ratio, , 0.75909, 0.30374, 0.25150, 0.27516, 0.26046
Decision Tree, shared_receipt_poi_ratio, exercised_stock_percent, bonus_total_ratio, , 0.75931, 0.23234, 0.24500, 0.23850, 0.24236
Decision Tree, to_poi_ratio, bonus_salary_ratio, exercised_stock_percent, , 0.78685, 0.29743, 0.28300, 0.29003, 0.28577
Decision Tree, to_poi_ratio, bonus_salary_ratio, bonus_total_ratio, , 0.72960, 0.31014, 0.28750, 0.29839, 0.29176
Decision Tree, to_poi_ratio, exercised_stock_percent, bonus_total_ratio, , 0.80215, 0.34093, 0.30650, 0.32280, 0.31282
Decision Tree, bonus_salary_ratio, exercised_stock_percent, bonus_total_ratio, , 0.75333, 0.26261, 0.26550, 0.26405, 0.26492
Random Forest, total_payments, total_stock_value, exercised_stock_options, , 0.86893, 0.51977, 0.22350, 0.31259, 0.25226
Random Forest, total_payments, total_stock_value, bonus, , 0.86133, 0.44065, 0.14850, 0.22214, 0.17120
Random Forest, total_payments, total_stock_value, restricted_stock, , 0.85467, 0.31092, 0.07400, 0.11955, 0.08731
Random Forest, total_payments, total_stock_value, shared_receipt_with_poi, , 0.84720, 0.26066, 0.07950, 0.12184, 0.09233
Random Forest, total_payments, total_stock_value, to_messages, , 0.84980, 0.26789, 0.07300, 0.11473, 0.08543
Random Forest, total_payments, total_stock_value, from_messages, , 0.84627, 0.23438, 0.06750, 0.10481, 0.07871
Random Forest, total_payments, total_stock_value, from_poi_ratio, , 0.85793, 0.37803, 0.10150, 0.16003, 0.11889
Random Forest, total_payments, total_stock_value, shared_receipt_poi_ratio, , 0.86153, 0.45133, 0.17850, 0.25582, 0.20305
Random Forest, total_payments, total_stock_value, to_poi_ratio, , 0.83933, 0.22955, 0.08700, 0.12618, 0.09934
Random Forest, total_payments, total_stock_value, bonus_salary_ratio, , 0.85660, 0.37438, 0.11250, 0.17301, 0.13080
Random Forest, total_payments, total_stock_value, exercised_stock_percent, , 0.85247, 0.35550, 0.13100, 0.19145, 0.14994
Random Forest, total_payments, total_stock_value, bonus_total_ratio, , 0.85253, 0.29134, 0.07400, 0.11802, 0.08698
Random Forest, total_payments, exercised_stock_options, bonus, , 0.86407, 0.54807, 0.27650, 0.36756, 0.30692
Random Forest, total_payments, exercised_stock_options, restricted_stock, , 0.86040, 0.42270, 0.12850, 0.19709, 0.14928
Random Forest, total_payments, exercised_stock_options, shared_receipt_with_poi, , 0.86740, 0.50633, 0.22000, 0.30673, 0.24806
Random Forest, total_payments, exercised_stock_options, to_messages, , 0.87040, 0.53318, 0.22500, 0.31646, 0.25441
Random Forest, total_payments, exercised_stock_options, from_messages, , 0.86040, 0.44036, 0.17350, 0.24892, 0.19743
Random Forest, total_payments, exercised_stock_options, from_poi_ratio, , 0.86129, 0.53796, 0.20550, 0.29740, 0.23448
Random Forest, total_payments, exercised_stock_options, shared_receipt_poi_ratio, , 0.87980, 0.59899, 0.29800, 0.39800, 0.33130
Random Forest, total_payments, exercised_stock_options, to_poi_ratio, , 0.84764, 0.41169, 0.15500, 0.22521, 0.17708
Random Forest, total_payments, exercised_stock_options, bonus_salary_ratio, , 0.84814, 0.42085, 0.16750, 0.23963, 0.19043
Random Forest, total_payments, exercised_stock_options, exercised_stock_percent, , 0.84000, 0.36014, 0.15450, 0.21624, 0.17442
Random Forest, total_payments, exercised_stock_options, bonus_total_ratio, , 0.85507, 0.48208, 0.19500, 0.27768, 0.22136
Random Forest, total_payments, bonus, restricted_stock, , 0.83136, 0.23417, 0.07950, 0.11870, 0.09160
Random Forest, total_payments, bonus, shared_receipt_with_poi, , 0.83957, 0.33816, 0.12850, 0.18623, 0.14669
Random Forest, total_payments, bonus, to_messages, , 0.84643, 0.39162, 0.13550, 0.20134, 0.15589
Random Forest, total_payments, bonus, from_messages, , 0.83957, 0.30161, 0.09350, 0.14275, 0.10847
Random Forest, total_payments, bonus, from_poi_ratio, , 0.84677, 0.50518, 0.19500, 0.28139, 0.22230
Random Forest, total_payments, bonus, shared_receipt_poi_ratio, , 0.85564, 0.48867, 0.22650, 0.30953, 0.25372
Random Forest, total_payments, bonus, to_poi_ratio, , 0.83585, 0.41161, 0.15600, 0.22625, 0.17812
Random Forest, total_payments, bonus, bonus_salary_ratio, , 0.83554, 0.41375, 0.16550, 0.23643, 0.18807
Random Forest, total_payments, bonus, exercised_stock_percent, , 0.84964, 0.44755, 0.22400, 0.29857, 0.24886
Random Forest, total_payments, bonus, bonus_total_ratio, , 0.83462, 0.41050, 0.17200, 0.24242, 0.19461
Random Forest, total_payments, restricted_stock, shared_receipt_with_poi, , 0.82936, 0.12379, 0.03200, 0.05085, 0.03757
Random Forest, total_payments, restricted_stock, to_messages, , 0.83521, 0.17131, 0.04000, 0.06486, 0.04724
Random Forest, total_payments, restricted_stock, from_messages, , 0.82843, 0.09476, 0.02350, 0.03766, 0.02766
Random Forest, total_payments, restricted_stock, from_poi_ratio, , 0.83150, 0.14314, 0.03600, 0.05753, 0.04234
Random Forest, total_payments, restricted_stock, shared_receipt_poi_ratio, , 0.83757, 0.28459, 0.09050, 0.13733, 0.10479
Random Forest, total_payments, restricted_stock, to_poi_ratio, , 0.81257, 0.08839, 0.03350, 0.04859, 0.03825
Random Forest, total_payments, restricted_stock, bonus_salary_ratio, , 0.82986, 0.17627, 0.05200, 0.08031, 0.06054
Random Forest, total_payments, restricted_stock, exercised_stock_percent, , 0.84647, 0.23280, 0.06600, 0.10284, 0.07704
Random Forest, total_payments, restricted_stock, bonus_total_ratio, , 0.82150, 0.07496, 0.02200, 0.03402, 0.02562
Random Forest, total_payments, shared_receipt_with_poi, to_messages, , 0.81579, 0.16376, 0.07050, 0.09857, 0.07956
Random Forest, total_payments, shared_receipt_with_poi, from_messages, , 0.80957, 0.09587, 0.03950, 0.05595, 0.04476
Random Forest, total_payments, shared_receipt_with_poi, from_poi_ratio, , 0.82393, 0.18281, 0.06700, 0.09806, 0.07672
Random Forest, total_payments, shared_receipt_with_poi, shared_receipt_poi_ratio, , 0.83443, 0.31382, 0.13400, 0.18781, 0.15134
Random Forest, total_payments, shared_receipt_with_poi, to_poi_ratio, , 0.81743, 0.23872, 0.12700, 0.16580, 0.14011
Random Forest, total_payments, shared_receipt_with_poi, bonus_salary_ratio, , 0.83093, 0.25236, 0.09350, 0.13645, 0.10697
Random Forest, total_payments, shared_receipt_with_poi, exercised_stock_percent, , 0.86247, 0.45055, 0.14350, 0.21767, 0.16615
Random Forest, total_payments, shared_receipt_with_poi, bonus_total_ratio, , 0.83021, 0.22320, 0.07600, 0.11339, 0.08755
Random Forest, total_payments, to_messages, from_messages, , 0.81107, 0.07057, 0.02650, 0.03853, 0.03028
Random Forest, total_payments, to_messages, from_poi_ratio, , 0.81693, 0.14591, 0.05800, 0.08301, 0.06595
Random Forest, total_payments, to_messages, shared_receipt_poi_ratio, , 0.83250, 0.31351, 0.14500, 0.19829, 0.16246
Random Forest, total_payments, to_messages, to_poi_ratio, , 0.81107, 0.17782, 0.08900, 0.11863, 0.09888
Random Forest, total_payments, to_messages, bonus_salary_ratio, , 0.83614, 0.24567, 0.07100, 0.11016, 0.08277
Random Forest, total_payments, to_messages, exercised_stock_percent, , 0.85627, 0.38630, 0.13250, 0.19732, 0.15254
Random Forest, total_payments, to_messages, bonus_total_ratio, , 0.83214, 0.17831, 0.04850, 0.07626, 0.05676
Random Forest, total_payments, from_messages, from_poi_ratio, , 0.81693, 0.07023, 0.02300, 0.03465, 0.02657
Random Forest, total_payments, from_messages, shared_receipt_poi_ratio, , 0.82000, 0.16837, 0.06600, 0.09483, 0.07514
Random Forest, total_payments, from_messages, to_poi_ratio, , 0.80614, 0.09339, 0.04100, 0.05698, 0.04618
Random Forest, total_payments, from_messages, bonus_salary_ratio, , 0.82757, 0.15152, 0.04500, 0.06939, 0.05236
Random Forest, total_payments, from_messages, exercised_stock_percent, , 0.84593, 0.27031, 0.09150, 0.13672, 0.10545
Random Forest, total_payments, from_messages, bonus_total_ratio, , 0.83014, 0.09091, 0.02100, 0.03412, 0.02482
Random Forest, total_payments, from_poi_ratio, shared_receipt_poi_ratio, , 0.83471, 0.32517, 0.14600, 0.20152, 0.16408
Random Forest, total_payments, from_poi_ratio, to_poi_ratio, , 0.80850, 0.16845, 0.08650, 0.11430, 0.09582
Random Forest, total_payments, from_poi_ratio, bonus_salary_ratio, , 0.82454, 0.28550, 0.09350, 0.14087, 0.10803
Random Forest, total_payments, from_poi_ratio, exercised_stock_percent, , 0.85307, 0.45483, 0.14350, 0.21817, 0.16626
Random Forest, total_payments, from_poi_ratio, bonus_total_ratio, , 0.81900, 0.18426, 0.05150, 0.08050, 0.06017
Random Forest, total_payments, shared_receipt_poi_ratio, to_poi_ratio, , 0.82257, 0.25556, 0.12650, 0.16923, 0.14071
Random Forest, total_payments, shared_receipt_poi_ratio, bonus_salary_ratio, , 0.83943, 0.34653, 0.14000, 0.19943, 0.15895
Random Forest, total_payments, shared_receipt_poi_ratio, exercised_stock_percent, , 0.86560, 0.49087, 0.21500, 0.29903, 0.24223
Random Forest, total_payments, shared_receipt_poi_ratio, bonus_total_ratio, , 0.83943, 0.31212, 0.10300, 0.15489, 0.11894
Random Forest, total_payments, to_poi_ratio, bonus_salary_ratio, , 0.82669, 0.32836, 0.12100, 0.17684, 0.13849
Random Forest, total_payments, to_poi_ratio, exercised_stock_percent, , 0.83429, 0.27143, 0.09500, 0.14074, 0.10920
Random Forest, total_payments, to_poi_ratio, bonus_total_ratio, , 0.82585, 0.29375, 0.09400, 0.14242, 0.10880
Random Forest, total_payments, bonus_salary_ratio, exercised_stock_percent, , 0.83671, 0.30249, 0.10950, 0.16079, 0.12552
Random Forest, total_payments, bonus_salary_ratio, bonus_total_ratio, , 0.82592, 0.28960, 0.09050, 0.13790, 0.10493
Random Forest, total_payments, exercised_stock_percent, bonus_total_ratio, , 0.84279, 0.36252, 0.13250, 0.19407, 0.15176
Random Forest, total_stock_value, exercised_stock_options, bonus, , 0.86315, 0.60574, 0.31650, 0.41576, 0.34992
Random Forest, total_stock_value, exercised_stock_options, restricted_stock, , 0.81408, 0.28304, 0.13600, 0.18372, 0.15177
Random Forest, total_stock_value, exercised_stock_options, shared_receipt_with_poi, , 0.85121, 0.44819, 0.17950, 0.25634, 0.20395
Random Forest, total_stock_value, exercised_stock_options, to_messages, , 0.84971, 0.42992, 0.15950, 0.23268, 0.18245
Random Forest, total_stock_value, exercised_stock_options, from_messages, , 0.83464, 0.32323, 0.14400, 0.19924, 0.16196
Random Forest, total_stock_value, exercised_stock_options, from_poi_ratio, , 0.83715, 0.42452, 0.16450, 0.23712, 0.18746
Random Forest, total_stock_value, exercised_stock_options, shared_receipt_poi_ratio, , 0.85329, 0.47146, 0.22300, 0.30278, 0.24927
Random Forest, total_stock_value, exercised_stock_options, to_poi_ratio, , 0.82985, 0.37588, 0.16050, 0.22495, 0.18127
Random Forest, total_stock_value, exercised_stock_options, bonus_salary_ratio, , 0.85054, 0.53594, 0.21250, 0.30433, 0.24167
Random Forest, total_stock_value, exercised_stock_options, exercised_stock_percent, , 0.81285, 0.28500, 0.14350, 0.19089, 0.15932
Random Forest, total_stock_value, exercised_stock_options, bonus_total_ratio, , 0.85192, 0.54427, 0.23050, 0.32385, 0.26054
Random Forest, total_stock_value, bonus, restricted_stock, , 0.82592, 0.30970, 0.10700, 0.15905, 0.12312
Random Forest, total_stock_value, bonus, shared_receipt_with_poi, , 0.84921, 0.43432, 0.18350, 0.25800, 0.20746
Random Forest, total_stock_value, bonus, to_messages, , 0.84893, 0.43275, 0.18500, 0.25919, 0.20892
Random Forest, total_stock_value, bonus, from_messages, , 0.84107, 0.36059, 0.14550, 0.20734, 0.16521
Random Forest, total_stock_value, bonus, from_poi_ratio, , 0.84992, 0.52794, 0.23150, 0.32186, 0.26079
Random Forest, total_stock_value, bonus, shared_receipt_poi_ratio, , 0.86536, 0.55430, 0.29350, 0.38379, 0.32399
Random Forest, total_stock_value, bonus, to_poi_ratio, , 0.84062, 0.45408, 0.17800, 0.25575, 0.20264
Random Forest, total_stock_value, bonus, bonus_salary_ratio, , 0.83423, 0.41885, 0.20000, 0.27073, 0.22334
Random Forest, total_stock_value, bonus, exercised_stock_percent, , 0.85069, 0.53395, 0.23200, 0.32346, 0.26159
Random Forest, total_stock_value, bonus, bonus_total_ratio, , 0.84215, 0.46758, 0.18750, 0.26767, 0.21302
Random Forest, total_stock_value, restricted_stock, shared_receipt_with_poi, , 0.82443, 0.16324, 0.05550, 0.08284, 0.06394
Random Forest, total_stock_value, restricted_stock, to_messages, , 0.83107, 0.18803, 0.05500, 0.08511, 0.06407
Random Forest, total_stock_value, restricted_stock, from_messages, , 0.82886, 0.16890, 0.05050, 0.07775, 0.05873
Random Forest, total_stock_value, restricted_stock, from_poi_ratio, , 0.83171, 0.20333, 0.06100, 0.09385, 0.07093
Random Forest, total_stock_value, restricted_stock, shared_receipt_poi_ratio, , 0.84321, 0.36052, 0.12600, 0.18674, 0.14484
Random Forest, total_stock_value, restricted_stock, to_poi_ratio, , 0.80831, 0.20290, 0.08400, 0.11881, 0.09515
Random Forest, total_stock_value, restricted_stock, bonus_salary_ratio, , 0.82208, 0.22202, 0.06250, 0.09754, 0.07299
Random Forest, total_stock_value, restricted_stock, exercised_stock_percent, , 0.80700, 0.17076, 0.06600, 0.09520, 0.07523
Random Forest, total_stock_value, restricted_stock, bonus_total_ratio, , 0.82800, 0.26400, 0.06600, 0.10560, 0.07765
Random Forest, total_stock_value, shared_receipt_with_poi, to_messages, , 0.82457, 0.20000, 0.07600, 0.11014, 0.08676
Random Forest, total_stock_value, shared_receipt_with_poi, from_messages, , 0.80993, 0.13400, 0.06050, 0.08336, 0.06795
Random Forest, total_stock_value, shared_receipt_with_poi, from_poi_ratio, , 0.83229, 0.28571, 0.11600, 0.16501, 0.13164
Random Forest, total_stock_value, shared_receipt_with_poi, shared_receipt_poi_ratio, , 0.83829, 0.34862, 0.15200, 0.21170, 0.17133
Random Forest, total_stock_value, shared_receipt_with_poi, to_poi_ratio, , 0.82036, 0.25264, 0.13150, 0.17297, 0.14545
Random Forest, total_stock_value, shared_receipt_with_poi, bonus_salary_ratio, , 0.84779, 0.40209, 0.13450, 0.20157, 0.15515
Random Forest, total_stock_value, shared_receipt_with_poi, exercised_stock_percent, , 0.84279, 0.34123, 0.10800, 0.16407, 0.12510
Random Forest, total_stock_value, shared_receipt_with_poi, bonus_total_ratio, , 0.83907, 0.29825, 0.09350, 0.14237, 0.10838
Random Forest, total_stock_value, to_messages, from_messages, , 0.81986, 0.16624, 0.06500, 0.09346, 0.07402
Random Forest, total_stock_value, to_messages, from_poi_ratio, , 0.83500, 0.29388, 0.11050, 0.16061, 0.12626
Random Forest, total_stock_value, to_messages, shared_receipt_poi_ratio, , 0.84221, 0.37778, 0.16150, 0.22627, 0.18238
Random Forest, total_stock_value, to_messages, to_poi_ratio, , 0.81871, 0.19775, 0.08800, 0.12180, 0.09899
Random Forest, total_stock_value, to_messages, bonus_salary_ratio, , 0.84893, 0.41405, 0.13850, 0.20757, 0.15976
Random Forest, total_stock_value, to_messages, exercised_stock_percent, , 0.84514, 0.35763, 0.10550, 0.16293, 0.12282
Random Forest, total_stock_value, to_messages, bonus_total_ratio, , 0.83893, 0.28353, 0.08350, 0.12901, 0.09722
Random Forest, total_stock_value, from_messages, from_poi_ratio, , 0.83079, 0.24552, 0.08900, 0.13064, 0.10201
Random Forest, total_stock_value, from_messages, shared_receipt_poi_ratio, , 0.83600, 0.30779, 0.11850, 0.17112, 0.13512
Random Forest, total_stock_value, from_messages, to_poi_ratio, , 0.81664, 0.18395, 0.08250, 0.11391, 0.09273
Random Forest, total_stock_value, from_messages, bonus_salary_ratio, , 0.84029, 0.32596, 0.11050, 0.16505, 0.12733
Random Forest, total_stock_value, from_messages, exercised_stock_percent, , 0.83007, 0.20980, 0.06850, 0.10328, 0.07916
Random Forest, total_stock_value, from_messages, bonus_total_ratio, , 0.84450, 0.33996, 0.09400, 0.14728, 0.10990
Random Forest, total_stock_value, from_poi_ratio, shared_receipt_poi_ratio, , 0.84986, 0.44000, 0.18700, 0.26246, 0.21130
Random Forest, total_stock_value, from_poi_ratio, to_poi_ratio, , 0.81446, 0.28132, 0.13250, 0.18015, 0.14818
Random Forest, total_stock_value, from_poi_ratio, bonus_salary_ratio, , 0.84208, 0.46650, 0.18450, 0.26442, 0.20987
Random Forest, total_stock_value, from_poi_ratio, exercised_stock_percent, , 0.83377, 0.36694, 0.11100, 0.17044, 0.12899
Random Forest, total_stock_value, from_poi_ratio, bonus_total_ratio, , 0.83031, 0.36005, 0.13250, 0.19371, 0.15167
Random Forest, total_stock_value, shared_receipt_poi_ratio, to_poi_ratio, , 0.82814, 0.31342, 0.17050, 0.22085, 0.18761
Random Forest, total_stock_value, shared_receipt_poi_ratio, bonus_salary_ratio, , 0.86214, 0.54364, 0.21800, 0.31121, 0.24767
Random Forest, total_stock_value, shared_receipt_poi_ratio, exercised_stock_percent, , 0.84614, 0.40898, 0.17300, 0.24315, 0.19557
Random Forest, total_stock_value, shared_receipt_poi_ratio, bonus_total_ratio, , 0.85536, 0.48353, 0.18350, 0.26604, 0.20950
Random Forest, total_stock_value, to_poi_ratio, bonus_salary_ratio, , 0.83738, 0.42785, 0.16900, 0.24229, 0.19226
Random Forest, total_stock_value, to_poi_ratio, exercised_stock_percent, , 0.81738, 0.25133, 0.09450, 0.13735, 0.10798
Random Forest, total_stock_value, to_poi_ratio, bonus_total_ratio, , 0.83669, 0.42491, 0.17400, 0.24690, 0.19730
Random Forest, total_stock_value, bonus_salary_ratio, exercised_stock_percent, , 0.83638, 0.39434, 0.11850, 0.18224, 0.13777
Random Forest, total_stock_value, bonus_salary_ratio, bonus_total_ratio, , 0.83908, 0.42605, 0.13250, 0.20214, 0.15368
Random Forest, total_stock_value, exercised_stock_percent, bonus_total_ratio, , 0.84800, 0.51749, 0.17750, 0.26433, 0.20435
Random Forest, exercised_stock_options, bonus, restricted_stock, , 0.84500, 0.49035, 0.19050, 0.27440, 0.21704
Random Forest, exercised_stock_options, bonus, shared_receipt_with_poi, , 0.85785, 0.58225, 0.26900, 0.36799, 0.30143
Random Forest, exercised_stock_options, bonus, to_messages, , 0.86100, 0.60000, 0.28950, 0.39056, 0.32292
Random Forest, exercised_stock_options, bonus, from_messages, , 0.84738, 0.50881, 0.23100, 0.31774, 0.25932
Random Forest, exercised_stock_options, bonus, from_poi_ratio, , 0.86254, 0.61082, 0.29350, 0.39649, 0.32753
Random Forest, exercised_stock_options, bonus, shared_receipt_poi_ratio, , 0.86569, 0.60654, 0.36150, 0.45301, 0.39328
Random Forest, exercised_stock_options, bonus, to_poi_ratio, , 0.85508, 0.55967, 0.27200, 0.36608, 0.30317
Random Forest, exercised_stock_options, bonus, bonus_salary_ratio, , 0.84838, 0.51247, 0.29800, 0.37686, 0.32522
Random Forest, exercised_stock_options, bonus, exercised_stock_percent, , 0.85300, 0.53415, 0.34800, 0.42144, 0.37407
Random Forest, exercised_stock_options, bonus, bonus_total_ratio, , 0.86162, 0.58997, 0.32950, 0.42284, 0.36141
Random Forest, exercised_stock_options, restricted_stock, shared_receipt_with_poi, , 0.83243, 0.27056, 0.10200, 0.14815, 0.11652
Random Forest, exercised_stock_options, restricted_stock, to_messages, , 0.84521, 0.36725, 0.11550, 0.17573, 0.13385
Random Forest, exercised_stock_options, restricted_stock, from_messages, , 0.83414, 0.25826, 0.08600, 0.12903, 0.09924
Random Forest, exercised_stock_options, restricted_stock, from_poi_ratio, , 0.84236, 0.32487, 0.09600, 0.14821, 0.11174
Random Forest, exercised_stock_options, restricted_stock, shared_receipt_poi_ratio, , 0.84200, 0.36650, 0.14550, 0.20830, 0.16545
Random Forest, exercised_stock_options, restricted_stock, to_poi_ratio, , 0.82546, 0.32043, 0.12000, 0.17461, 0.13716
Random Forest, exercised_stock_options, restricted_stock, bonus_salary_ratio, , 0.83562, 0.39075, 0.12250, 0.18652, 0.14200
Random Forest, exercised_stock_options, restricted_stock, exercised_stock_percent, , 0.81215, 0.23114, 0.09500, 0.13466, 0.10769
Random Forest, exercised_stock_options, restricted_stock, bonus_total_ratio, , 0.84231, 0.46334, 0.15800, 0.23565, 0.18199
Random Forest, exercised_stock_options, shared_receipt_with_poi, to_messages, , 0.83717, 0.52934, 0.20750, 0.29813, 0.23622
Random Forest, exercised_stock_options, shared_receipt_with_poi, from_messages, , 0.81658, 0.35745, 0.12600, 0.18632, 0.14474
Random Forest, exercised_stock_options, shared_receipt_with_poi, from_poi_ratio, , 0.84000, 0.54975, 0.22100, 0.31526, 0.25102
Random Forest, exercised_stock_options, shared_receipt_with_poi, shared_receipt_poi_ratio, , 0.85742, 0.66402, 0.29250, 0.40611, 0.32935
Random Forest, exercised_stock_options, shared_receipt_with_poi, to_poi_ratio, , 0.83592, 0.51679, 0.23850, 0.32638, 0.26729
Random Forest, exercised_stock_options, shared_receipt_with_poi, bonus_salary_ratio, , 0.85254, 0.55247, 0.21850, 0.31315, 0.24855
Random Forest, exercised_stock_options, shared_receipt_with_poi, exercised_stock_percent, , 0.85058, 0.65850, 0.21500, 0.32416, 0.24847
Random Forest, exercised_stock_options, shared_receipt_with_poi, bonus_total_ratio, , 0.84454, 0.48746, 0.20400, 0.28763, 0.23085
Random Forest, exercised_stock_options, to_messages, from_messages, , 0.81842, 0.36081, 0.11600, 0.17556, 0.13421
Random Forest, exercised_stock_options, to_messages, from_poi_ratio, , 0.84375, 0.58044, 0.22550, 0.32481, 0.25692
Random Forest, exercised_stock_options, to_messages, shared_receipt_poi_ratio, , 0.85367, 0.63927, 0.28000, 0.38943, 0.31546
Random Forest, exercised_stock_options, to_messages, to_poi_ratio, , 0.83017, 0.47649, 0.19250, 0.27422, 0.21855
Random Forest, exercised_stock_options, to_messages, bonus_salary_ratio, , 0.85177, 0.54501, 0.22100, 0.31448, 0.25082
Random Forest, exercised_stock_options, to_messages, exercised_stock_percent, , 0.85667, 0.71341, 0.23400, 0.35241, 0.27033
Random Forest, exercised_stock_options, to_messages, bonus_total_ratio, , 0.84062, 0.45973, 0.20550, 0.28404, 0.23105
Random Forest, exercised_stock_options, from_messages, from_poi_ratio, , 0.82250, 0.40356, 0.13600, 0.20344, 0.15679
Random Forest, exercised_stock_options, from_messages, shared_receipt_poi_ratio, , 0.82458, 0.42468, 0.14800, 0.21950, 0.17017
Random Forest, exercised_stock_options, from_messages, to_poi_ratio, , 0.81617, 0.36303, 0.13650, 0.19840, 0.15596
Random Forest, exercised_stock_options, from_messages, bonus_salary_ratio, , 0.83769, 0.43038, 0.17000, 0.24373, 0.19340
Random Forest, exercised_stock_options, from_messages, exercised_stock_percent, , 0.80567, 0.25731, 0.08800, 0.13115, 0.10134
Random Forest, exercised_stock_options, from_messages, bonus_total_ratio, , 0.83508, 0.39124, 0.12950, 0.19459, 0.14950
Random Forest, exercised_stock_options, from_poi_ratio, shared_receipt_poi_ratio, , 0.84642, 0.58254, 0.27700, 0.37547, 0.30946
Random Forest, exercised_stock_options, from_poi_ratio, to_poi_ratio, , 0.82100, 0.40415, 0.15600, 0.22511, 0.17784
Random Forest, exercised_stock_options, from_poi_ratio, bonus_salary_ratio, , 0.84823, 0.51402, 0.24750, 0.33412, 0.27614
Random Forest, exercised_stock_options, from_poi_ratio, exercised_stock_percent, , 0.83700, 0.52828, 0.20550, 0.29590, 0.23411
Random Forest, exercised_stock_options, from_poi_ratio, bonus_total_ratio, , 0.83000, 0.36742, 0.14550, 0.20845, 0.16549
Random Forest, exercised_stock_options, shared_receipt_poi_ratio, to_poi_ratio, , 0.82442, 0.44302, 0.20800, 0.28309, 0.23269
Random Forest, exercised_stock_options, shared_receipt_poi_ratio, bonus_salary_ratio, , 0.85600, 0.55948, 0.30100, 0.39142, 0.33164
Random Forest, exercised_stock_options, shared_receipt_poi_ratio, exercised_stock_percent, , 0.84142, 0.54365, 0.30200, 0.38830, 0.33147
Random Forest, exercised_stock_options, shared_receipt_poi_ratio, bonus_total_ratio, , 0.84269, 0.47748, 0.23850, 0.31811, 0.26503
Random Forest, exercised_stock_options, to_poi_ratio, bonus_salary_ratio, , 0.84700, 0.50673, 0.20700, 0.29393, 0.23477
Random Forest, exercised_stock_options, to_poi_ratio, exercised_stock_percent, , 0.82800, 0.45442, 0.15950, 0.23612, 0.18329
Random Forest, exercised_stock_options, to_poi_ratio, bonus_total_ratio, , 0.85092, 0.53638, 0.22850, 0.32048, 0.25813
Random Forest, exercised_stock_options, bonus_salary_ratio, exercised_stock_percent, , 0.83015, 0.40299, 0.21600, 0.28125, 0.23810
Random Forest, exercised_stock_options, bonus_salary_ratio, bonus_total_ratio, , 0.84285, 0.47413, 0.19700, 0.27835, 0.22308
Random Forest, exercised_stock_options, exercised_stock_percent, bonus_total_ratio, , 0.83800, 0.44804, 0.22850, 0.30265, 0.25333
Random Forest, bonus, restricted_stock, shared_receipt_with_poi, , 0.80642, 0.26354, 0.09000, 0.13418, 0.10365
Random Forest, bonus, restricted_stock, to_messages, , 0.81067, 0.29580, 0.09850, 0.14779, 0.11366
Random Forest, bonus, restricted_stock, from_messages, , 0.80717, 0.24007, 0.07250, 0.11137, 0.08426
Random Forest, bonus, restricted_stock, from_poi_ratio, , 0.81775, 0.34846, 0.10750, 0.16431, 0.12475
Random Forest, bonus, restricted_stock, shared_receipt_poi_ratio, , 0.81908, 0.38615, 0.14500, 0.21083, 0.16570
Random Forest, bonus, restricted_stock, to_poi_ratio, , 0.80967, 0.31316, 0.11900, 0.17246, 0.13584
Random Forest, bonus, restricted_stock, bonus_salary_ratio, , 0.79375, 0.21489, 0.08950, 0.12637, 0.10132
Random Forest, bonus, restricted_stock, exercised_stock_percent, , 0.83985, 0.43429, 0.13550, 0.20655, 0.15712
